,datetime,home_team,away_team,home_goal,away_goal,season,stage,ALVO,Pre_Home_Palmeiras,Pre_Home_Santos,Pre_Home_SaoPaulo,Pre_Home_Corinthians,Pre_Home_Outros,Pre_Away_Palmeiras,Pre_Away_Santos,Pre_Away_SaoPaulo,Pre_Away_Corinthians,Pre_Away_Outros,Pre_home_goal,Pre_away_goal
503,2013-08-11 16:00:00,Corinthians,Vitória,2.0,0.0,2013.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
504,2013-08-11 16:00:00,Cruzeiro,Santos,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
509,2013-08-11 18:30:00,Portuguesa,São Paulo,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
511,2013-08-14 19:30:00,Santos,Vasco da Gama,1.0,1.0,2013.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
516,2013-08-14 21:50:00,Fluminense,Corinthians,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
518,2013-08-15 19:30:00,São Paulo,Atlético Paranaense,1.0,1.0,2013.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
525,2013-08-18 16:00:00,Corinthians,Coritiba,1.0,0.0,2013.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
526,2013-08-18 16:00:00,Flamengo,São Paulo,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0
527,2013-08-18 18:30:00,Bahia,Santos,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
532,2013-08-24 18:30:00,Santos,Vitória,2.0,0.0,2013.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
536,2013-08-25 16:00:00,Vasco da Gama,Corinthians,1.0,1.0,2013.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
537,2013-08-25 16:00:00,São Paulo,Fluminense,2.0,1.0,2013.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.14285714285714285
544,2013-08-31 21:00:00,Fluminense,Santos,0.0,2.0,2013.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.2857142857142857
547,2013-09-01 16:00:00,Botafogo,São Paulo,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0
548,2013-09-01 16:00:00,Corinthians,Flamengo,4.0,0.0,2013.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.5,0.0
552,2013-09-04 19:30:00,Atlético Paranaense,Santos,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.14285714285714285
554,2013-09-04 21:50:00,Internacional,Corinthians,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
558,2013-09-05 21:00:00,São Paulo,Criciuma,1.0,2.0,2013.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.125,0.2857142857142857
560,2013-09-07 18:30:00,Santos,Goiás,1.0,0.0,2013.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
565,2013-09-08 16:00:00,Coritiba,São Paulo,2.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.0
567,2013-09-08 16:00:00,Corinthians,Náutico,0.0,0.0,2013.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
573,2013-09-11 21:50:00,Botafogo,Corinthians,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
577,2013-09-12 21:00:00,São Paulo,Ponte Preta,1.0,0.0,2013.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
579,2013-09-12 21:00:00,Flamengo,Santos,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.14285714285714285
582,2013-09-15 16:00:00,Vasco da Gama,São Paulo,0.0,2.0,2013.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.2857142857142857
583,2013-09-15 16:00:00,Corinthians,Goiás,1.0,2.0,2013.0,pontos corridos,0,0,0,0,1,0,0,0,0,0,1,0.125,0.2857142857142857
587,2013-09-15 18:30:00,Santos,Botafogo,1.0,2.0,2013.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.125,0.2857142857142857
591,2013-09-18 19:30:00,Grêmio,Santos,1.0,1.0,2013.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
594,2013-09-18 21:50:00,São Paulo,Atlético,1.0,0.0,2013.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
595,2013-09-18 21:50:00,Ponte Preta,Corinthians,2.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.0
604,2013-09-22 16:00:00,Goiás,São Paulo,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
606,2013-09-22 16:00:00,Corinthians,Cruzeiro,0.0,0.0,2013.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
607,2013-09-22 18:30:00,Santos,Criciuma,2.0,1.0,2013.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
614,2013-09-29 16:00:00,Portuguesa,Corinthians,4.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.5,0.0
615,2013-09-29 16:00:00,São Paulo,Grêmio,0.0,1.0,2013.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.0,0.14285714285714285
618,2013-09-29 18:30:00,Atlético,Santos,3.0,1.0,2013.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.14285714285714285
626,2013-10-02 21:50:00,Santos,São Paulo,3.0,0.0,2013.0,pontos corridos,2,0,1,0,0,0,0,0,1,0,0,0.375,0.0
627,2013-10-02 21:50:00,Corinthians,Bahia,2.0,0.0,2013.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
631,2013-10-05 21:00:00,São Paulo,Vitória,3.0,2.0,2013.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.2857142857142857
635,2013-10-06 16:00:00,Atlético,Corinthians,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
639,2013-10-06 18:30:00,Portuguesa,Santos,3.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.0
641,2013-10-09 19:30:00,Coritiba,Santos,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
645,2013-10-09 21:50:00,Cruzeiro,São Paulo,0.0,2.0,2013.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.2857142857142857
646,2013-10-09 21:50:00,Corinthians,Atlético Paranaense,0.0,0.0,2013.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
652,2013-10-12 21:00:00,Santos,Ponte Preta,2.0,1.0,2013.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
656,2013-10-13 16:00:00,São Paulo,Corinthians,0.0,0.0,2013.0,pontos corridos,1,0,0,1,0,0,0,0,0,1,0,0.0,0.0
661,2013-10-16 19:30:00,Santos,Internacional,0.0,0.0,2013.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
663,2013-10-16 21:00:00,São Paulo,Náutico,3.0,0.0,2013.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
666,2013-10-16 21:50:00,Grêmio,Corinthians,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
671,2013-10-19 18:30:00,Náutico,Santos,1.0,5.0,2013.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.125,0.7142857142857143
672,2013-10-19 21:00:00,Corinthians,Criciuma,1.0,0.0,2013.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
676,2013-10-20 16:00:00,Bahia,São Paulo,0.0,1.0,2013.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
682,2013-10-27 16:00:00,Corinthians,Santos,1.0,1.0,2013.0,pontos corridos,1,0,0,0,1,0,0,1,0,0,0,0.125,0.14285714285714285
684,2013-10-27 16:00:00,Internacional,São Paulo,2.0,3.0,2013.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.25,0.42857142857142855
691,2013-11-02 19:30:00,São Paulo,Portuguesa,2.0,1.0,2013.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.14285714285714285
693,2013-11-03 17:00:00,Vitória,Corinthians,1.0,1.0,2013.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
696,2013-11-03 17:00:00,Santos,Cruzeiro,0.0,1.0,2013.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
706,2013-11-10 17:00:00,Atlético Paranaense,São Paulo,3.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.375,0.0
707,2013-11-10 19:30:00,Vasco da Gama,Santos,2.0,2.0,2013.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.25,0.2857142857142857
708,2013-11-10 19:30:00,Corinthians,Fluminense,1.0,0.0,2013.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
714,2013-11-13 21:50:00,Coritiba,Corinthians,0.0,1.0,2013.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
715,2013-11-13 21:50:00,São Paulo,Flamengo,2.0,0.0,2013.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
717,2013-11-14 19:30:00,Santos,Bahia,3.0,0.0,2013.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.0
722,2013-11-17 17:00:00,Vitória,Santos,2.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.0
724,2013-11-17 17:00:00,Fluminense,São Paulo,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
725,2013-11-17 17:00:00,Corinthians,Vasco da Gama,0.0,0.0,2013.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
734,2013-11-24 17:00:00,Santos,Fluminense,1.0,0.0,2013.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
736,2013-11-24 17:00:00,Flamengo,Corinthians,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
737,2013-11-24 19:30:00,São Paulo,Botafogo,1.0,1.0,2013.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
741,2013-11-30 21:00:00,Corinthians,Internacional,0.0,0.0,2013.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
742,2013-12-01 17:00:00,Criciuma,São Paulo,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
749,2013-12-01 19:30:00,Santos,Atlético Paranaense,2.0,1.0,2013.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
751,2013-12-07 19:30:00,Náutico,Corinthians,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
753,2013-12-08 17:00:00,São Paulo,Coritiba,0.0,1.0,2013.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.0,0.14285714285714285
756,2013-12-08 17:00:00,Goiás,Santos,0.0,3.0,2013.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.42857142857142855
763,2014-04-20 16:00:00,São Paulo,Botafogo,3.0,0.0,2014.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
765,2014-04-20 16:00:00,Atlético,Corinthians,0.0,0.0,2014.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
768,2014-04-20 18:30:00,Criciuma,Palmeiras,1.0,2.0,2014.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.2857142857142857
769,2014-04-20 18:30:00,Santos,Sport,1.0,1.0,2014.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
770,2014-04-26 18:30:00,Coritiba,Santos,0.0,0.0,2014.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
771,2014-04-26 21:00:00,Palmeiras,Fluminense,0.0,1.0,2014.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
773,2014-04-27 16:00:00,Corinthians,Flamengo,2.0,0.0,2014.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
774,2014-04-27 16:00:00,Cruzeiro,São Paulo,1.0,1.0,2014.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
780,2014-05-03 18:30:00,Santos,Grêmio,0.0,0.0,2014.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
782,2014-05-03 18:30:00,São Paulo,Coritiba,2.0,2.0,2014.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.25,0.2857142857142857
784,2014-05-04 16:00:00,Flamengo,Palmeiras,4.0,2.0,2014.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.5,0.2857142857142857
789,2014-05-04 18:30:00,Chapecoense,Corinthians,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
791,2014-05-10 18:30:00,Palmeiras,Goiás,2.0,0.0,2014.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
796,2014-05-11 16:00:00,São Paulo,Corinthians,1.0,1.0,2014.0,pontos corridos,1,0,0,1,0,0,0,0,0,1,0,0.125,0.14285714285714285
799,2014-05-11 18:30:00,Figueirense,Santos,0.0,2.0,2014.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.2857142857142857
804,2014-05-18 16:00:00,Flamengo,São Paulo,0.0,2.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.2857142857142857
805,2014-05-18 16:00:00,Corinthians,Figueirense,0.0,1.0,2014.0,pontos corridos,0,0,0,0,1,0,0,0,0,0,1,0.0,0.14285714285714285
806,2014-05-18 18:30:00,Santos,Atlético,1.0,2.0,2014.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.125,0.2857142857142857
807,2014-05-18 18:30:00,Vitória,Palmeiras,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.14285714285714285
814,2014-05-21 22:00:00,Corinthians,Atletico,1.0,1.0,2014.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
816,2014-05-21 22:00:00,Fluminense,São Paulo,5.0,2.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.625,0.2857142857142857
817,2014-05-22 19:30:00,Palmeiras,Figueirense,1.0,0.0,2014.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
818,2014-05-22 19:30:00,Goiás,Santos,2.0,2.0,2014.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.25,0.2857142857142857
821,2014-05-24 21:00:00,São Paulo,Grêmio,1.0,0.0,2014.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
823,2014-05-25 16:00:00,Sport,Corinthians,1.0,4.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.125,0.5714285714285714
824,2014-05-25 16:00:00,Santos,Flamengo,0.0,0.0,2014.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
827,2014-05-25 18:30:00,Chapecoense,Palmeiras,2.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.0
832,2014-05-28 19:30:00,Palmeiras,Botafogo,0.0,2.0,2014.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
836,2014-05-28 22:00:00,Atletico,São Paulo,2.0,2.0,2014.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.25,0.2857142857142857
837,2014-05-28 22:00:00,Corinthians,Cruzeiro,1.0,0.0,2014.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
839,2014-05-29 21:00:00,Bahia,Santos,0.0,2.0,2014.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.2857142857142857
841,2014-05-31 18:30:00,São Paulo,Atlético,2.0,1.0,2014.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.14285714285714285
844,2014-06-01 16:00:00,Grêmio,Palmeiras,0.0,0.0,2014.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0
846,2014-06-01 18:30:00,Santos,Criciuma,2.0,0.0,2014.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
849,2014-10-11 18:30:00,Botafogo,Corinthians,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
853,2014-07-16 22:00:00,Bahia,São Paulo,0.0,2.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.2857142857142857
856,2014-07-17 19:30:00,Corinthians,Internacional,2.0,1.0,2014.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
857,2014-07-17 19:30:00,Santos,Palmeiras,2.0,0.0,2014.0,pontos corridos,2,0,1,0,0,0,1,0,0,0,0,0.25,0.0
860,2014-07-19 18:30:00,São Paulo,Chapecoense,0.0,1.0,2014.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.0,0.14285714285714285
865,2014-07-20 16:00:00,Palmeiras,Cruzeiro,1.0,2.0,2014.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.125,0.2857142857142857
866,2014-07-20 16:00:00,Vitória,Corinthians,0.0,0.0,2014.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
869,2014-07-20 18:30:00,Fluminense,Santos,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
870,2014-07-26 18:30:00,Santos,Chapecoense,3.0,0.0,2014.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.0
874,2014-07-27 16:00:00,Goiás,São Paulo,2.0,1.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
877,2014-07-27 16:00:00,Corinthians,Palmeiras,2.0,0.0,2014.0,pontos corridos,2,0,0,0,1,0,1,0,0,0,0,0.25,0.0
881,2014-08-02 18:30:00,São Paulo,Criciuma,1.0,1.0,2014.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
885,2014-08-03 16:00:00,Coritiba,Corinthians,0.0,0.0,2014.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
886,2014-08-03 16:00:00,Palmeiras,Bahia,1.0,1.0,2014.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
888,2014-08-03 18:30:00,Internacional,Santos,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
895,2014-08-10 16:00:00,Santos,Corinthians,0.0,1.0,2014.0,pontos corridos,0,0,1,0,0,0,0,0,0,1,0,0.0,0.14285714285714285
897,2014-08-10 18:30:00,Atlético,Palmeiras,2.0,1.0,2014.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
898,2014-08-10 18:30:00,São Paulo,Vitória,3.0,1.0,2014.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.14285714285714285
901,2014-08-16 21:00:00,Corinthians,Bahia,1.0,1.0,2014.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
904,2014-08-17 16:00:00,Cruzeiro,Santos,3.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.0
906,2014-08-17 16:00:00,Palmeiras,São Paulo,1.0,2.0,2014.0,pontos corridos,0,1,0,0,0,0,0,0,1,0,0,0.125,0.2857142857142857
910,2014-08-20 19:30:00,Sport,Palmeiras,2.0,1.0,2014.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
912,2014-08-20 19:30:00,Santos,Atletico,2.0,0.0,2014.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
915,2014-08-20 22:00:00,Internacional,São Paulo,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
918,2014-08-21 19:30:00,Corinthians,Goiás,5.0,2.0,2014.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.625,0.2857142857142857
922,2014-08-23 21:00:00,Palmeiras,Coritiba,1.0,0.0,2014.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
924,2014-08-24 16:00:00,São Paulo,Santos,2.0,1.0,2014.0,pontos corridos,2,0,0,1,0,0,0,1,0,0,0,0.25,0.14285714285714285
926,2014-08-24 16:00:00,Grêmio,Corinthians,2.0,1.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.14285714285714285
930,2014-08-30 18:30:00,Palmeiras,Internacional,0.0,1.0,2014.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
932,2014-08-31 16:00:00,Figueirense,São Paulo,1.0,1.0,2014.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
933,2014-08-31 16:00:00,Botafogo,Santos,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
935,2014-08-31 16:00:00,Corinthians,Fluminense,1.0,1.0,2014.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
941,2014-09-06 18:30:00,Santos,Vitória,3.0,1.0,2014.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
943,2014-09-07 16:00:00,Criciuma,Corinthians,0.0,0.0,2014.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
945,2014-09-07 16:00:00,São Paulo,Sport,2.0,0.0,2014.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
947,2014-09-07 18:30:00,Atletico,Palmeiras,1.0,1.0,2014.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
951,2014-09-10 19:30:00,Palmeiras,Criciuma,1.0,0.0,2014.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
953,2014-09-10 21:00:00,Sport,Santos,3.0,1.0,2014.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.14285714285714285
956,2014-09-10 22:00:00,Botafogo,São Paulo,2.0,4.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.25,0.5714285714285714
958,2014-09-11 19:30:00,Corinthians,Atlético,1.0,0.0,2014.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
960,2014-09-13 18:30:00,Fluminense,Palmeiras,3.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.375,0.0
962,2014-09-13 21:00:00,Santos,Coritiba,2.0,1.0,2014.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
963,2014-09-14 16:00:00,Flamengo,Corinthians,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
965,2014-09-14 16:00:00,São Paulo,Cruzeiro,2.0,0.0,2014.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
975,2014-09-17 22:00:00,Palmeiras,Flamengo,2.0,2.0,2014.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
976,2014-09-17 22:00:00,Coritiba,São Paulo,3.0,1.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.375,0.14285714285714285
978,2014-09-18 19:30:00,Corinthians,Chapecoense,1.0,1.0,2014.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
979,2014-09-18 20:30:00,Grêmio,Santos,0.0,0.0,2014.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
985,2014-09-21 16:00:00,Corinthians,São Paulo,3.0,2.0,2014.0,pontos corridos,2,0,0,0,1,0,0,0,1,0,0,0.375,0.2857142857142857
987,2014-09-21 18:30:00,Santos,Figueirense,3.0,1.0,2014.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
989,2014-09-21 18:30:00,Goiás,Palmeiras,6.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.75,0.0
995,2014-09-24 22:00:00,São Paulo,Flamengo,2.0,2.0,2014.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.25,0.2857142857142857
996,2014-09-24 22:00:00,Figueirense,Corinthians,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
998,2014-09-25 19:30:00,Palmeiras,Vitória,2.0,0.0,2014.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
999,2014-09-25 20:30:00,Atlético,Santos,3.0,2.0,2014.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.2857142857142857
1002,2014-09-27 21:00:00,São Paulo,Fluminense,1.0,3.0,2014.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.125,0.42857142857142855
1003,2014-09-28 16:00:00,Atletico,Corinthians,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
1008,2014-09-28 18:30:00,Figueirense,Palmeiras,3.0,1.0,2014.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.375,0.14285714285714285
1009,2014-09-28 18:30:00,Santos,Goiás,2.0,0.0,2014.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
1010,2014-10-02 19:30:00,Palmeiras,Chapecoense,4.0,2.0,2014.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.5,0.2857142857142857
1011,2014-10-04 16:20:00,Grêmio,São Paulo,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
1015,2014-10-04 16:20:00,Flamengo,Santos,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.14285714285714285
1017,2014-10-04 18:30:00,Corinthians,Sport,3.0,0.0,2014.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.0
1020,2014-10-08 19:30:00,Botafogo,Palmeiras,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.14285714285714285
1021,2014-10-08 19:30:00,São Paulo,Atletico,1.0,0.0,2014.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
